"2005-02-22-12:00" 4 80 10 1011.7 78 -8.3
"2005-02-23-12:00" 2 80 0 1020.7 56 -11.5
"2005-02-24-12:00" 2 230 0 1013.4 54 -9.1
"2005-02-25-12:00" 2 230 3 999.7 73 -8.1
"2005-02-26-12:00" 3 280 0 989.8 57 -7
"2005-02-27-12:00" 1 110 10 988.5 71 -8.5
"2005-02-28-12:00" 5 80 10 973.8 89 -10.6
"2005-03-01-12:00" 4 240 1 972.7 58 -10
"2005-03-02-12:00" 3 280 3 987.8 57 -11
"2005-03-03-12:00" 2 240 0 1005.9 41 -7.6
"2005-03-04-12:00" 2 210 0 1014 46 -4.6
"2005-03-05-12:00" 2 110 0 1011.8 45 -5
"2005-03-06-12:00" 1 100 0 1005.5 33 -2.7
"2005-03-07-12:00" 5 160 10 993.4 66 -2.7
"2005-03-08-12:00" 2 200 9 982.9 78 -0.4
"2005-03-09-12:00" 2 50 10 981.7 87 -1.2
"2005-03-10-12:00" 4 280 8 971.5 84 -4.4
"2005-03-11-12:00" 3 220 6 980.7 54 -6.1
"2005-03-12-12:00" 3 210 3 985.9 44 -7.7
"2005-03-13-12:00" 3 150 8 981.5 93 -0.8
"2005-03-14-12:00" 1 220 8 983.8 81 2.3
"2005-03-15-12:00" 2 200 10 990.3 72 -5.4
"2005-03-16-12:00" 1 310 6 994.6 57 -6.1
"2005-03-17-12:00" 1 290 6 997.4 60 -5.2
"2005-03-18-12:00" 6 150 10 976.3 69 -6.7
"2005-03-19-12:00" 3 260 6 968 51 -4.5
"2005-03-20-12:00" 3 290 8 967.5 69 -5.7
"2005-03-21-12:00" 4 300 4 973.2 78 -10.8
"2005-03-22-12:00" 2 260 8 979.4 83 -5.1
"2005-03-23-12:00" 3 350 8 990.1 86 -7.2
"2005-03-24-12:00" 2 350 3 1002.2 48 -3.3
"2005-03-25-12:00" 2 200 10 989.4 78 -3.7
"2005-03-26-12:00" 1 260 9 979.7 87 1.4
"2005-03-27-12:00" 6 340 1 985.4 52 -3
"2005-03-28-12:00" 4 300 6 988.2 34 -7.4
"2005-03-29-12:00" 4 330 0 993.3 43 -6.2
"2005-03-30-12:00" 3 310 0 998.6 26 -4.1
"2005-03-31-12:00" 3 340 8 995.9 84 -3.1
"2005-04-01-12:00" 1 330 6 1007 48 1.2
"2005-04-02-12:00" 1 260 0 1008.3 42 2.9
"2005-04-03-12:00" 4 280 8 991.3 84 2.5
"2005-04-04-12:00" 2 300 0 1004.3 29 4.6
"2005-04-05-12:00" 3 250 0 999.9 37 9.9
"2005-04-06-12:00" 2 230 0 995.2 31 12.4
"2005-04-07-12:00" 3 270 0 1001.8 45 9.3
"2005-04-08-12:00" 3 190 0 1005 37 11.3
"2005-04-09-12:00" 3 210 0 1007.3 41 13.6
"2005-04-10-12:00" 3 190 0 1007.4 35 13.8
"2005-04-11-12:00" 3 260 6 995.4 46 11.1
"2005-04-12-12:00" 2 280 10 988.8 93 3.6
"2005-04-13-12:00" 2 260 8 996.9 42 11.1
"2005-04-14-12:00" 2 210 9 993.9 42 15.4
"2005-04-15-12:00" 2 100 10 1001.2 83 10.7
"2005-04-16-12:00" 3 110 5 995.2 38 18.2
"2005-04-17-12:00" 3 70 0 981.1 90 10
"2005-04-18-12:00" 3 20 10 983.2 83 4.9
"2005-04-19-12:00" 4 150 10 984.2 85 6.3
"2005-04-20-12:00" 1 90 10 974.8 96 11.1
"2005-04-21-12:00" 1 200 10 995.7 38 6.2
"2005-04-22-12:00" 1 80 10 998.6 90 4
"2005-04-23-12:00" 2 90 10 989.7 100 7
"2005-04-24-12:00" 2 230 10 993.4 82 5.6
"2005-04-25-12:00" 3 260 6 1003.2 54 6.3
"2005-04-26-12:00" 2 110 3 1005.4 63 7.7
"2005-04-27-12:00" 1 270 1 1007.3 27 13.1
"2005-04-28-12:00" 3 170 0 1005 32 14.6
"2005-04-29-12:00" 4 90 3 997.2 20 14.1
"2005-04-30-12:00" 4 50 0 991.9 23 16.9
"2005-05-01-12:00" 2 70 9 992.2 89 8.1
"2005-05-02-12:00" 0 0 6 989.8 57 12.7
"2005-05-03-12:00" 4 320 8 995.3 58 9.6
"2005-05-04-12:00" 2 260 4 993.3 34 15.9
"2005-05-05-12:00" 1 220 10 986.5 29 18.9
"2005-05-06-12:00" 1 200 8 985.4 37 20.7
"2005-05-07-12:00" 4 220 8 986.7 46 19.8
"2005-05-08-12:00" 3 170 5 992.5 41 20.1
"2005-05-09-12:00" 4 140 9 993.1 61 20.7
"2005-05-10-12:00" 3 170 8 995 65 18.4
"2005-05-11-12:00" 2 230 9 1003.1 38 17.5
"2005-05-12-12:00" 3 110 10 1004.5 41 20.9
"2005-05-13-12:00" 3 180 9 1000 45 22.8
"2005-05-14-12:00" 3 290 8 999.1 88 12
"2005-05-15-12:00" 2 220 3 1001.7 54 15
"2005-05-16-12:00" 1 340 1 1008.4 31 18.8
"2005-05-17-12:00" 1 130 0 1006.8 30 19.7
"2005-05-18-12:00" 2 180 1 1006 38 24
"2005-05-19-12:00" 2 230 6 1002.3 43 27.1
"2005-05-20-12:00" 2 230 8 1003.3 52 25.3
"2005-05-21-12:00" 1 150 1 1004 50 26.1
"2005-05-22-12:00" 2 210 4 1002.6 38 27.9
