"2007-11-24-12:00" 10 220 3 1000.2 82 -2.7
"2007-11-25-12:00" 10 160 3 992.8 98 -0.5
"2007-11-26-12:00" 10 170 3 990.8 94 1.8
"2007-11-27-12:00" 10 140 6 976.8 96 0
"2007-11-28-12:00" 9 170 1 974.9 80 -0.4
"2007-11-29-12:00" 8 200 2 978.8 86 -3.5
"2007-11-30-12:00" 10 130 2 979 89 -4.4
"2007-12-01-12:00" 10 320 2 988.1 83 -7.2
"2007-12-02-12:00" 10 250 1 1002.2 75 -8.5
"2007-12-03-12:00" 5 130 4 997.3 73 -11.4
"2007-12-04-12:00" 10 160 3 995.5 93 -1.4
"2007-12-05-12:00" 10 0 0 1001.2 93 -4
"2007-12-06-12:00" 10 240 1 1007.5 96 0
"2007-12-07-12:00" 10 160 2 1002.5 94 -5.4
"2007-12-08-12:00" 10 120 2 1001.9 90 -6.8
"2007-12-09-12:00" 10 160 1 1003.1 94 -5.8
"2007-12-10-12:00" 8 130 3 1007.17177284138 90 -4.3
"2007-12-11-12:00" 10 120 2 1010.8 92 -7.1
"2007-12-12-12:00" 10 140 2 1003.1 89 -4.7
"2007-12-13-12:00" 8 90 2 1004 86 -5.5
"2007-12-14-12:00" 0 110 1 1013.7 83 -11.6
"2007-12-15-12:00" 10 270 2 1005.1 88 -8.2
"2007-12-16-12:00" 10 10 2 1006.4 93 -3.4
"2007-12-17-12:00" 10 240 2 1004.6 87 -3.4
"2007-12-18-12:00" 10 270 3 992.5 90 -2.1
"2007-12-19-12:00" 9 320 5 992.4 69 -2.5
"2007-12-20-12:00" 10 270 2 970.7 95 -0.2
"2007-12-21-12:00" 6 320 5 983 73 -3.4
"2007-12-22-12:00" 8 290 4 978.3 77 1.1
"2007-12-23-12:00" 0 250 2 1005 56 -14.6
"2007-12-24-12:00" 5 0 0 1009.6 84 -10.5
"2007-12-25-12:00" 10 240 2 1012 84 -2.9
"2007-12-26-12:00" 3 240 2 1016.4 80 -5.8
"2007-12-27-12:00" 0 170 1 1018.2 52 -7.6
"2007-12-28-12:00" 8 200 2 1015.6 78 -10.7
"2007-12-29-12:00" 9 160 4 1010.1 78 -6.8
"2007-12-30-12:00" 8 200 2 1009.1 86 -4.9
"2007-12-31-12:00" 4 220 2 1017 72 -13.9
"2008-01-01-12:00" 0 270 1 1020.9 84 -15.3
"2008-01-02-12:00" 0 50 4 1029.5 55 -8.9
