"2005-11-24-12:00" 3 280 9 1004.7 80 -2.5
"2005-11-25-12:00" 1 200 0 1005.2 100 -4.3
"2005-11-26-12:00" 3 180 10 990.5 97 -0.7
"2005-11-27-12:00" 3 250 10 1000.5 79 1.2
"2005-11-28-12:00" 2 250 10 1001.7 86 0.8
"2005-11-29-12:00" 2 200 10 995.6 98 3.3
"2005-11-30-12:00" 1 310 4 999.9 90 0.4
"2005-12-01-12:00" 4 180 10 997.4 92 0.5
"2005-12-02-12:00" 3 330 9 999.5 90 -0.8
"2005-12-03-12:00" 1 300 10 1005.9 87 -1.2
"2005-12-04-12:00" 0 0 10 1010.3 82 -1.9
"2005-12-05-12:00" 0 0 0 1011.9 94 -5.7
"2005-12-06-12:00" 2 190 10 1014.9 83 -5.3
"2005-12-07-12:00" 2 180 10 1010 80 -5.8
"2005-12-08-12:00" 2 200 10 997.4 92 -1.3
"2005-12-09-12:00" 1 100 10 984.5 99 0.2
"2005-12-10-12:00" 2 220 8 1001.3 84 -11.2
"2005-12-11-12:00" 1 200 8 997.7 88 -8.4
"2005-12-12-12:00" 2 170 10 993.9 83 -9.6
"2005-12-13-12:00" 3 260 10 979.3 91 0.4
"2005-12-14-12:00" 4 290 3 987 66 -7
"2005-12-15-12:00" 2 220 10 986.1 79 -2
"2005-12-16-12:00" 3 180 9 982.7 72 -3.3
"2005-12-17-12:00" 2 190 10 977.9 94 0.9
"2005-12-18-12:00" 3 180 6 980.7 74 0.5
"2005-12-19-12:00" 1 70 10 992.1 95 -1.9
"2005-12-20-12:00" 2 120 0 992 100 0.2
"2005-12-21-12:00" 3 180 10 988.4 80 -7.2
"2005-12-22-12:00" 3 200 10 985.4 90 -6.2
"2005-12-23-12:00" 1 210 10 996.1 84 -6.7
"2005-12-24-12:00" 0 0 6 1001.7 83 -11
"2005-12-25-12:00" 1 110 10 995.4 94 -5.9
"2005-12-26-12:00" 1 280 10 1002 88 -7.7
"2005-12-27-12:00" 0 0 6 1012.1 83 -12
"2005-12-28-12:00" 1 100 0 1020.8 84 -16.2
"2005-12-29-12:00" 2 140 10 1019 83 -11.7
"2005-12-30-12:00" 0 0 10 1017.1 94 -1.9
"2005-12-31-12:00" 3 160 0 1015.1 77 -5.7
"2006-01-01-12:00" 0 160 3 1020 70 -6.2
"2006-01-02-12:00" 10 180 3 1024.5 88 -6.2
"2006-01-03-12:00" 0 0 0 1025.2 51 -12.1
"2006-01-04-12:00" 0 0 0 1023.2 41 -13.9
"2006-01-05-12:00" 9 310 1 1023.2 73 -15
"2006-01-06-12:00" 9 270 1 1017.6 83 -12.7
"2006-01-07-12:00" 0 310 1 1004 100 -1.9
"2006-01-08-12:00" 9 0 0 1006.9 91 -4.1
"2006-01-09-12:00" 10 340 2 1007.7 94 -0.1
"2006-01-10-12:00" 10 320 5 1005.8 85 -3.9
"2006-01-11-12:00" 10 270 4 998.7 78 -3.7
"2006-01-12-12:00" 9 260 2 995.9 79 -1.9
"2006-01-13-12:00" 10 270 3 996.8 92 0.2
"2006-01-14-12:00" 10 330 4 1000.7 86 -0.4
"2006-01-15-12:00" 10 300 2 996.4 84 -3.7
"2006-01-16-12:00" 0 360 4 1005.8 61 -24.1
"2006-01-17-12:00" 0 350 3 1006.2 73 -29.2
"2006-01-18-12:00" 0 330 1 1006.8 73 -27.1
"2006-01-19-12:00" 0 60 1 1012.3 73 -27.2
"2006-01-20-12:00" 0 100 6 1013.1 73 -26.3
"2006-01-21-12:00" 10 110 4 1013.5 62 -23.8
"2006-01-22-12:00" 0 40 4 1013.6 62 -20.2
"2006-01-23-12:00" 10 60 3 1016.3 78 -14.8
"2006-01-24-12:00" 3 300 1 1016.6 73 -17.7
"2006-01-25-12:00" 10 180 2 1003.9 78 -15
"2006-01-26-12:00" 10 270 2 998.5 80 -9.4
"2006-01-27-12:00" 9 270 2 988.9 85 -7.7
"2006-01-28-12:00" 10 270 2 979 86 -5.4
"2006-01-29-12:00" 0 260 2 987.1 73 -18.2
"2006-01-30-12:00" 10 150 2 980.8 78 -18.6
"2006-01-31-12:00" 10 50 3 971.2 78 -13.3
"2006-02-01-12:00" 0 110 3 979.4 73 -18.5
"2006-02-02-12:00" 0 310 1 986.1 78 -21.1
"2006-02-03-12:00" 8 0 0 991.2 78 -20.9
"2006-02-04-12:00" 0 0 0 998.4 78 -22.8
"2006-02-05-12:00" 10 110 2 996.7 78 -21.2
"2006-02-06-12:00" 0 310 2 995.2 78 -21
"2006-02-07-12:00" 9 90 1 999.9 78 -22.4
"2006-02-08-12:00" 3 320 2 998.3 73 -23.2
"2006-02-09-12:00" 0 280 2 1003.8 67 -19.6
"2006-02-10-12:00" 0 280 2 1005.9 51 -15.5
"2006-02-11-12:00" 8 180 2 1003.7 46 -12.3
"2006-02-12-12:00" 10 150 4 996.8 78 -10.4
"2006-02-13-12:00" 0 170 2 997.3 66 -8.2
"2006-02-14-12:00" 8 290 1 1000.2 72 -10.8
"2006-02-15-12:00" 0 0 0 1006.4 73 -12
"2006-02-16-12:00" 0 10 2 1004.7 67 -10.1
"2006-02-17-12:00" 0 100 3 998.7 63 -4.8
"2006-02-18-12:00" 0 90 2 1002.9 51 -3.1
"2006-02-19-12:00" 0 150 4 1005.7 53 -6.4
"2006-02-20-12:00" 0 160 2 1005.7 66 -8.2
"2006-02-21-12:00" 10 100 1 1007.8 76 -7.9
"2006-02-22-12:00" 10 170 4 1002.7 97 -3.4
"2006-02-23-12:00" 9 230 2 1002.1 86 0.1
"2006-02-24-12:00" 10 10 3 1002.2 79 -2
"2006-02-25-12:00" 10 300 3 997.4 75 -5.4
"2006-02-26-12:00" 0 260 2 992.6 57 -6
"2006-02-27-12:00" 9 200 2 991 75 -2.9
"2006-02-28-12:00" 10 10 2 985.1 85 -4
