"2007-02-22-12:00" 8 300 4 993.7 78 -20.6
"2007-02-23-12:00" 0 360 3 1000.2 51 -12.8
"2007-02-24-12:00" 0 320 5 1005.4 63 -8.1
"2007-02-25-12:00" 0 350 2 1011.7 56 -14
"2007-02-26-12:00" 0 220 2 1012.1 51 -10.5
"2007-02-27-12:00" 0 200 2 1005.6 41 -6.9
"2007-02-28-12:00" 8 180 4 1000 59 -7.4
"2007-03-01-12:00" 10 160 3 995 85 -8.1
"2007-03-02-12:00" 4 160 4 996.2 81 -3.4
"2007-03-03-12:00" 4 200 3 996.8 66 4.7
"2007-03-04-12:00" 0 140 5 1001.6 50 1.4
"2007-03-05-12:00" 5 160 4 1006.3 70 -4.1
"2007-03-06-12:00" 10 90 1 1009.6 79 -0.6
"2007-03-08-12:00" 0 160 1 1008.9 66 2
"2007-03-09-12:00" 10 260 2 1002.1 63 4.5
"2007-03-10-12:00" 10 260 2 1001.8 75 3.7
"2007-03-11-12:00" 10 180 1 1002.3 98 2.1
"2007-03-12-12:00" 3 110 2 1005.2 79 3.2
"2007-03-13-12:00" 1 180 2 1006.7 59 4.7
"2007-03-14-12:00" 10 270 2 993.7 91 1.8
"2007-03-15-12:00" 10 320 3 984.8 89 1.9
"2007-03-16-12:00" 3 350 2 990.1 64 2.7
"2007-03-17-12:00" 3 190 3 983.7 46 5.5
"2007-03-18-12:00" 10 140 5 976.9 86 1.3
"2007-03-19-12:00" 0 170 2 986.7 56 6.4
"2007-03-20-12:00" 9 190 2 997.4 51 9.9
"2007-03-21-12:00" 0 190 3 1006.8 49 11.5
"2007-03-22-12:00" 0 230 2 1011.1 47 12.8
"2007-03-23-12:00" 0 260 2 1014.7 42 11.2
"2007-03-24-12:00" 0 20 3 1008.7 44 6.9
"2007-03-25-12:00" 0 340 4 1008 45 4.8
"2007-03-26-12:00" 1 10 3 1001.6 32 6.7
"2007-03-27-12:00" 8 350 3 1004.8 41 10.2
"2007-03-28-12:00" 0 330 3 1005.9 44 12.4
"2007-03-29-12:00" 0 340 2 1007.9 38 13.1
"2007-03-30-12:00" 0 280 2 1005.8 32 17.1
"2007-03-31-12:00" 3 260 3 1000.7 43 16.3
"2007-04-01-12:00" 4 350 2 1005.6 46 7.7
"2007-04-02-12:00" 0 280 4 997.7 34 11
"2007-04-03-12:00" 6 250 3 985.9 47 11.9
"2007-04-04-12:00" 6 290 3 986.1 44 14
"2007-04-05-12:00" 6 250 2 985.3 70 7.2
"2007-04-06-12:00" 3 270 4 975 42 8.9
"2007-04-07-12:00" 9 270 1 981.8 85 1.2
"2007-04-08-12:00" 9 260 4 985 49 3
"2007-04-09-12:00" 10 330 5 986 92 -2.7
"2007-04-10-12:00" 4 270 1 997.8 45 2.5
"2007-04-11-12:00" 1 160 4 999.7 40 6.1
"2007-04-12-12:00" 10 270 1 990 87 4.7
"2007-04-13-12:00" 5 320 3 991.3 50 5.4
"2007-04-14-12:00" 8 360 4 991.2 88 3.4
"2007-04-15-12:00" 9 10 3 1001.2 44 7.8
"2007-04-16-12:00" 3 340 2 1000.7 30 11.4
"2007-04-17-12:00" 1 200 2 996.1 30 13.5
"2007-04-18-12:00" 0 220 3 992.4 34 14.9
"2007-04-19-12:00" 5 220 3 992.6 35 14.8
"2007-04-20-12:00" 8 130 5 984.7 45 14.6
"2007-04-21-12:00" 5 230 3 983.2 48 11.2
"2007-04-22-12:00" 8 210 2 989.4 42 8.2
"2007-04-23-12:00" 4 280 1 995.7 45 10.2
